Wall time,Step,Value
1735838638.1167843,6784,-1999.555908203125
1735838640.8673074,6848,-2199.499267578125
1735838643.6388922,6912,-2499.420166015625
1735838646.4004643,6976,-2399.435791015625
1735838649.1946301,7040,-2499.471923828125
1735838652.0021138,7104,-2499.471435546875
1735838654.7688408,7168,-2599.43798828125
1735838657.5413435,7232,-2599.428466796875
1735838660.3090124,7296,-2699.37353515625
1735838663.088854,7360,-2999.29296875
1735838665.8997397,7424,-2899.302978515625
1735838668.7371175,7488,-3199.254638671875
1735838671.5645537,7552,-3599.260009765625
1735838674.3987942,7616,-3799.2333984375
1735838677.249739,7680,-3999.2060546875
1735838679.9504924,7744,-4099.142578125
1735838682.755363,7808,-3999.119140625
1735838685.5425286,7872,-4299.0927734375
1735838688.235723,7936,-4399.07177734375
1735838690.9352875,8000,-4399.064453125
1735838693.6971219,8064,-4499.05615234375
1735838696.3400645,8128,-4499.06103515625
1735838699.0485685,8192,-4399.01904296875
1735838701.8532586,8256,-4499.06103515625
1735838704.5670414,8320,-4499.056640625
1735838707.243568,8384,-4299.04443359375
1735838710.033958,8448,-4199.12890625
1735838712.6896374,8512,-4199.15380859375
1735838715.397778,8576,-4299.1318359375
1735838718.2039418,8640,-4499.12109375
1735838720.888705,8704,-4599.1025390625
1735838723.5691159,8768,-4599.12451171875
1735838726.267273,8832,-4799.14453125
1735838728.995808,8896,-4599.20947265625
1735838731.6980543,8960,-4499.22412109375
1735838734.4558928,9024,-4599.1435546875
1735838737.2788346,9088,-4399.18798828125
1735838739.9801183,9152,-4299.18603515625
1735838742.701488,9216,-3999.23193359375
1735838745.5363293,9280,-3899.25146484375
1735838748.2594707,9344,-3899.2607421875
1735838750.9780216,9408,-4099.26318359375
1735838753.8131874,9472,-3899.24169921875
1735838756.6394403,9536,-3999.227783203125
1735838759.3739595,9600,-3899.22265625
1735838762.0886679,9664,-3799.161376953125
1735838764.8167114,9728,-3799.16650390625
1735838767.5870628,9792,-3699.16796875
1735838770.4552572,9856,-3499.152587890625
1735838773.1778672,9920,-3499.129638671875
1735838775.9330897,9984,-3499.156494140625
1735838778.6932492,10048,-3499.14892578125
1735838781.4682298,10112,-3699.172607421875
1735838784.2669635,10176,-3599.223388671875
1735838787.1453857,10240,-3599.222412109375
1735838790.007022,10304,-3599.20166015625
1735838792.7323039,10368,-3599.204345703125
1735838795.452278,10432,-3599.1982421875
1735838798.2014322,10496,-3399.229736328125
1735838800.942206,10560,-3499.1953125
1735838803.8025482,10624,-3499.179443359375
1735838806.602166,10688,-3399.20068359375
1735838809.3145413,10752,-3399.1826171875
1735838812.0997427,10816,-3499.195556640625
1735838814.889741,10880,-3499.195556640625
1735838817.6411889,10944,-3499.232177734375
1735838820.537277,11008,-3399.236328125
1735838823.3100052,11072,-3399.2822265625
1735838826.093837,11136,-3299.326171875
1735838828.8549826,11200,-3399.30419921875
1735838831.5794632,11264,-3499.357666015625
1735838834.4279168,11328,-3499.3408203125
1735838837.3603294,11392,-3599.333740234375
1735838840.2146885,11456,-3599.36376953125
1735838843.0581934,11520,-3599.396484375
1735838845.9679046,11584,-3599.366943359375
1735838848.8518045,11648,-3499.369873046875
1735838851.6736665,11712,-3399.357666015625
1735838854.5913947,11776,-3299.35302734375
1735838857.4779341,11840,-3099.341552734375
1735838860.3328342,11904,-3099.386474609375
1735838863.162754,11968,-3099.345947265625
1735838866.025757,12032,-3099.367919921875
1735838868.9031122,12096,-3099.362060546875
1735838871.9428017,12160,-3099.41748046875
1735838874.784464,12224,-2999.44580078125
1735838877.6590776,12288,-2899.472900390625
1735838880.506944,12352,-3099.460693359375
1735838883.3224616,12416,-3099.403564453125
1735838886.1608038,12480,-2999.403076171875
1735838889.1311636,12544,-2799.402587890625
1735838891.997942,12608,-2699.39306640625
1735838894.8631465,12672,-2599.41259765625
1735838897.680134,12736,-2399.406005859375
1735838900.5481896,12800,-2699.396728515625
1735838903.394799,12864,-2599.39306640625
1735838906.3394442,12928,-2599.366943359375
1735838909.254426,12992,-2699.3740234375
1735838912.1027086,13056,-2699.3408203125
1735838915.0681398,13120,-2899.2900390625
1735838917.953742,13184,-2999.2822265625
1735838920.8059406,13248,-3199.235595703125
1735838923.838011,13312,-3099.19970703125
1735838926.7409942,13376,-3299.173583984375
1735838929.6242163,13440,-3499.133544921875
1735838932.508933,13504,-3499.11279296875
1735838935.3784964,13568,-3299.141357421875
1735838938.2849576,13632,-3399.061279296875
1735838941.2992282,13696,-3499.01416015625
1735838944.1812105,13760,-3598.993896484375
1735838947.0730095,13824,-3698.956787109375
1735838950.0723996,13888,-3698.956298828125
1735838953.0536191,13952,-3699.004150390625
1735838956.110633,14016,-3798.97705078125
1735838959.4589238,14080,-3998.940673828125
1735838962.4170048,14144,-4098.904296875
1735838965.3993878,14208,-4198.908203125
1735838968.3172143,14272,-4198.86669921875
1735838971.3679938,14336,-4198.82275390625
1735838974.3605547,14400,-4198.8095703125
1735838977.6234288,14464,-3998.826171875
1735838980.6532397,14528,-4198.82568359375
1735838983.7278643,14592,-4098.86865234375
1735838986.705956,14656,-4098.861328125
1735838989.6574874,14720,-3998.85107421875
1735838992.7028887,14784,-3898.883056640625
1735838995.6892986,14848,-3898.931640625
1735838998.6040006,14912,-3698.94775390625
1735839001.5509567,14976,-3598.952392578125
1735839004.579146,15040,-3598.9931640625
1735839007.6542075,15104,-3698.9716796875
1735839010.7121716,15168,-3698.994140625
1735839013.7214408,15232,-3699.00732421875
1735839016.6350694,15296,-3599.01171875
1735839019.599952,15360,-3799.036376953125
1735839022.5038114,15424,-3998.994873046875
1735839025.4797456,15488,-4098.9833984375
1735839028.5203862,15552,-4198.9765625
1735839031.4721422,15616,-3998.981201171875
1735839034.4008863,15680,-4198.87548828125
1735839037.5607636,15744,-4298.83642578125
1735839040.5117238,15808,-4298.85546875
1735839043.634279,15872,-4298.8828125
1735839046.57727,15936,-4298.908203125
1735839049.7117581,16000,-4298.92578125
1735839052.627341,16064,-4398.9521484375
1735839055.594639,16128,-4298.9091796875
1735839058.6334848,16192,-4198.9541015625
1735839061.6762974,16256,-4098.94384765625
1735839064.6239545,16320,-4098.93017578125
1735839067.5775757,16384,-4098.91064453125
1735839070.4951844,16448,-4398.861328125
1735839073.4485693,16512,-4498.82666015625
1735839076.4470093,16576,-4398.849609375
1735839079.4942653,16640,-4298.837890625
1735839082.5435386,16704,-4298.857421875
1735839085.493157,16768,-4098.81591796875
1735839088.4321682,16832,-3998.84521484375
1735839091.4812047,16896,-3998.81396484375
1735839094.4503188,16960,-3898.80517578125
1735839097.5830286,17024,-3798.821533203125
1735839100.5642264,17088,-3698.783935546875
1735839103.5698886,17152,-3698.79150390625
1735839106.613119,17216,-3698.870361328125
1735839109.6427329,17280,-3598.931396484375
1735839112.8432157,17344,-3498.94384765625
1735839115.8165061,17408,-3598.90966796875
1735839118.7715433,17472,-3398.903076171875
1735839121.7505524,17536,-3298.867919921875
1735839124.79689,17600,-3298.871826171875
1735839127.8237252,17664,-3398.873779296875
1735839131.1172757,17728,-3298.907958984375
1735839134.1261883,17792,-3098.8984375
1735839137.1863887,17856,-3198.94775390625
1735839140.3793645,17920,-3298.93994140625
1735839143.4141815,17984,-3098.949951171875
1735839146.5726326,18048,-3098.97998046875
1735839149.6220677,18112,-2998.966796875
1735839152.6911201,18176,-2998.964111328125
1735839155.7183347,18240,-3098.947021484375
1735839158.823089,18304,-3098.9814453125
1735839161.9540014,18368,-2999.017822265625
1735839165.1302729,18432,-2999.028076171875
1735839168.1954982,18496,-2699.08740234375
1735839171.246958,18560,-2499.10888671875
1735839174.2913888,18624,-2599.072509765625
1735839177.325636,18688,-2599.0673828125
1735839180.488633,18752,-2599.12548828125
1735839183.5138538,18816,-2499.14990234375
1735839186.5354102,18880,-2499.14208984375
1735839189.5927339,18944,-2599.146728515625
1735839192.6836982,19008,-2499.17236328125
1735839195.7939806,19072,-2499.195556640625
1735839198.9525242,19136,-2499.151123046875
1735839201.9953535,19200,-2499.176025390625
1735839205.0201893,19264,-2399.095703125
1735839208.0509381,19328,-2399.11376953125
1735839211.1418653,19392,-2599.121826171875
1735839214.4007237,19456,-2499.13037109375
1735839217.529103,19520,-2499.11083984375
1735839220.5858421,19584,-2499.080322265625
1735839223.6507611,19648,-2599.10791015625
1735839226.6482747,19712,-2499.1337890625
1735839229.7894964,19776,-2499.138916015625
1735839233.039167,19840,-2699.118408203125
1735839236.1316748,19904,-2699.071533203125
1735839239.1961694,19968,-2699.08203125
1735839242.2134733,20032,-2699.091552734375
1735839245.30064,20096,-2799.067138671875
1735839248.906877,20160,-2899.074951171875
1735839252.0961607,20224,-2799.091796875
1735839255.226964,20288,-2899.08203125
1735839258.2673743,20352,-2899.085693359375
1735839261.4273846,20416,-3099.04541015625
1735839264.5173004,20480,-2999.068115234375
1735839267.8224645,20544,-2899.048095703125
1735839270.9158783,20608,-2899.03466796875
1735839274.5260787,20672,-2799.037109375
1735839277.7367759,20736,-2699.101806640625
1735839281.1365201,20800,-2799.052490234375
1735839284.8477068,20864,-2699.119140625
1735839287.9676714,20928,-2699.08935546875
1735839291.1084862,20992,-2599.1259765625
1735839294.3562262,21056,-2699.08740234375
1735839297.4946792,21120,-2699.10400390625
1735839301.1291757,21184,-2599.116943359375
1735839304.176159,21248,-2499.137451171875
1735839307.2533126,21312,-2599.154541015625
1735839310.30978,21376,-2599.152587890625
1735839313.5197914,21440,-2499.157470703125
1735839317.0139961,21504,-2399.1865234375
1735839320.214462,21568,-2599.1328125
1735839323.392194,21632,-2799.04736328125
1735839326.805419,21696,-2699.064208984375
1735839329.9329646,21760,-2599.070068359375
1735839333.047614,21824,-2799.005615234375
1735839336.2626092,21888,-2699.00244140625
1735839339.4579093,21952,-2599.012451171875
1735839342.6630285,22016,-2399.011474609375
1735839345.8127818,22080,-2498.986083984375
1735839348.9111707,22144,-2698.99658203125
1735839352.152423,22208,-2799.01416015625
1735839355.30478,22272,-2999.013671875
1735839358.495066,22336,-3298.947021484375
1735839361.7001944,22400,-3098.978515625
1735839364.828391,22464,-3198.996826171875
1735839367.9417844,22528,-2999.022705078125
1735839371.280892,22592,-2999.00732421875
1735839374.3300061,22656,-2899.025146484375
1735839377.3141978,22720,-2899.037353515625
1735839380.349742,22784,-3198.9794921875
1735839383.3485308,22848,-3198.937255859375
1735839386.6694794,22912,-3098.918212890625
1735839389.7763507,22976,-2998.942626953125
1735839392.8011854,23040,-3098.99365234375
1735839395.789508,23104,-2999.044677734375
1735839398.8564487,23168,-2999.078857421875
1735839401.9761217,23232,-2799.1083984375
1735839405.2236333,23296,-2999.10595703125
1735839408.2421224,23360,-3099.126708984375
1735839411.2706954,23424,-2899.163330078125
1735839414.4077156,23488,-3099.166748046875
1735839417.5203001,23552,-2999.176025390625
1735839420.7531667,23616,-3099.1875
1735839423.8512564,23680,-3199.13916015625
1735839427.0300896,23744,-2899.185302734375
1735839430.2160442,23808,-2699.21826171875
1735839433.351939,23872,-2899.207763671875
1735839436.5603762,23936,-2599.244384765625
1735839439.9736884,24000,-2499.28173828125
1735839443.1227686,24064,-2499.263427734375
1735839446.3435853,24128,-2699.264892578125
1735839449.653198,24192,-2699.2529296875
1735839452.7624567,24256,-2799.249755859375
1735839456.081127,24320,-2899.216796875
1735839459.2617953,24384,-2699.284912109375
1735839462.6627429,24448,-2799.2431640625
1735839465.9002922,24512,-2999.205078125
1735839469.013792,24576,-2999.1826171875
1735839472.5483634,24640,-2899.13916015625
1735839475.7078393,24704,-2899.132080078125
1735839478.904858,24768,-2799.135986328125
1735839482.1442533,24832,-2899.09228515625
1735839485.3674867,24896,-2699.109375
1735839488.554591,24960,-2799.08740234375
1735839491.855702,25024,-2899.102294921875
1735839495.011201,25088,-2999.13427734375
1735839498.4338765,25152,-3099.08837890625
1735839501.6460063,25216,-2999.071044921875
1735839504.8403466,25280,-3099.01513671875
1735839508.2580128,25344,-3198.93017578125
1735839511.4593966,25408,-3098.955078125
1735839514.6713278,25472,-2998.95703125
1735839517.8668764,25536,-2998.974609375
1735839521.1281133,25600,-2998.96875
1735839524.7916038,25664,-2898.988037109375
1735839528.1823018,25728,-2799.009765625
1735839531.4094582,25792,-2898.97509765625
1735839534.7708585,25856,-2599.01708984375
1735839538.2430747,25920,-2898.996826171875
1735839541.929195,25984,-2799.017822265625
1735839545.5427415,26048,-2599.08056640625
1735839548.9346313,26112,-2299.15869140625
1735839552.441027,26176,-2299.19482421875
1735839555.894667,26240,-2199.212158203125
1735839559.3183281,26304,-2199.21435546875
1735839562.6192448,26368,-2199.212646484375
1735839565.8877656,26432,-2199.234130859375
1735839569.488291,26496,-2099.27978515625
1735839572.7937076,26560,-1999.28369140625
1735839576.2954462,26624,-1899.323486328125
1735839579.506756,26688,-1599.33984375
1735839582.7626863,26752,-1599.31298828125
1735839586.0128567,26816,-1499.370361328125
1735839589.4764545,26880,-1399.425537109375
1735839593.0749362,26944,-1199.4713134765625
1735839596.36288,27008,-1299.48779296875
1735839599.6262493,27072,-1499.4786376953125
1735839602.8382075,27136,-1799.4615478515625
1735839606.0637448,27200,-1899.421630859375
1735839609.5033143,27264,-1999.3778076171875
1735839612.7600324,27328,-2399.348388671875
1735839616.0600023,27392,-2299.315185546875
1735839619.391341,27456,-2399.303955078125
1735839622.6567428,27520,-2499.26708984375
1735839625.9963222,27584,-2399.240478515625
1735839629.361214,27648,-2299.22998046875
1735839632.603151,27712,-2499.188720703125
1735839635.8538454,27776,-2799.156494140625
1735839639.1598258,27840,-2899.150146484375
1735839642.543826,27904,-3099.12548828125
1735839646.2211018,27968,-3299.082275390625
1735839649.4660301,28032,-3399.037841796875
1735839652.687889,28096,-3598.994140625
1735839655.9427133,28160,-3498.941650390625
1735839659.3003967,28224,-3598.92236328125
1735839662.779622,28288,-3698.87451171875
1735839666.030721,28352,-3998.843505859375
1735839669.292673,28416,-3998.82568359375
1735839672.576513,28480,-3998.7705078125
1735839675.8069258,28544,-4098.73486328125
1735839679.2705133,28608,-4398.7099609375
1735839682.5801716,28672,-4598.72265625
1735839685.9137144,28736,-4498.71240234375
1735839689.20687,28800,-4298.69775390625
1735839692.4589453,28864,-4398.693359375
1735839696.3208039,28928,-4198.68310546875
1735839699.6995296,28992,-3998.6689453125
1735839703.2036495,29056,-3998.6689453125
1735839706.6271904,29120,-3798.653076171875
1735839709.892679,29184,-3898.657958984375
1735839713.739887,29248,-3798.64501953125
1735839717.1930807,29312,-3998.677978515625
1735839720.498162,29376,-3898.675537109375
1735839724.286593,29440,-3898.66650390625
1735839727.6826422,29504,-3998.645751953125
1735839731.156363,29568,-3798.63525390625
1735839734.4439402,29632,-3798.62939453125
1735839737.7179303,29696,-3898.638671875
1735839741.0910418,29760,-3898.634765625
1735839744.310102,29824,-3998.642578125
1735839747.77555,29888,-3898.640625
1735839751.0266683,29952,-4098.6669921875
1735839754.3435974,30016,-3798.645263671875
1735839757.5848143,30080,-3698.64013671875
1735839760.8415961,30144,-3798.65576171875
1735839764.4736438,30208,-3898.665771484375
1735839767.793422,30272,-3698.65625
1735839771.0509143,30336,-3498.657958984375
1735839774.332599,30400,-3598.662841796875
1735839777.76255,30464,-3798.6728515625
1735839781.105072,30528,-3798.6767578125
1735839784.5054157,30592,-3998.692626953125
1735839787.7165487,30656,-4098.70263671875
1735839790.977401,30720,-4298.71240234375
1735839794.2750232,30784,-4498.7275390625
1735839797.573589,30848,-4498.7275390625
1735839800.9486735,30912,-4498.72998046875
1735839804.1730402,30976,-4298.69677734375
1735839807.4377706,31040,-4198.6875
1735839811.1697958,31104,-4098.6806640625
1735839814.556884,31168,-3998.682373046875
1735839818.2115831,31232,-4198.69287109375
1735839821.4888074,31296,-4298.71044921875
1735839824.8118122,31360,-4298.703125
1735839828.2463112,31424,-4398.71240234375
1735839831.6008081,31488,-4398.70947265625
1735839835.0506747,31552,-4398.7109375
1735839838.3271832,31616,-4398.703125
1735839841.699183,31680,-4598.72265625
1735839845.0625484,31744,-4698.7392578125
1735839848.4425077,31808,-4798.73681640625
1735839851.85236,31872,-4598.71875
1735839855.138855,31936,-4698.728515625
1735839858.4352717,32000,-4698.7138671875
1735839861.696457,32064,-4498.7060546875
1735839865.0282438,32128,-4298.69580078125
1735839868.4785357,32192,-4198.68994140625
1735839871.758746,32256,-4198.68408203125
1735839875.1004214,32320,-4098.67919921875
1735839878.401052,32384,-3898.664306640625
1735839881.7164085,32448,-3698.6494140625
1735839885.2685716,32512,-3698.65380859375
1735839888.602406,32576,-3798.6591796875
1735839891.9132922,32640,-3698.654296875
1735839895.233386,32704,-3798.6591796875
1735839898.6340334,32768,-3798.67919921875
1735839902.1021643,32832,-3798.6845703125
1735839905.4712052,32896,-3798.692138671875
1735839908.9321215,32960,-3698.679443359375
1735839912.2708683,33024,-3798.689208984375
1735839915.7569196,33088,-3798.697509765625
1735839919.8640254,33152,-3998.728759765625
1735839923.1900072,33216,-3998.71728515625
1735839926.5636969,33280,-3898.708740234375
1735839929.988927,33344,-3798.6943359375
1735839933.3345764,33408,-3898.709228515625
1735839937.1641002,33472,-3898.714111328125
1735839940.5580788,33536,-3898.72265625
1735839943.869835,33600,-3898.718994140625
1735839947.1928713,33664,-3898.713134765625
1735839950.7192552,33728,-3998.719482421875
1735839954.4533591,33792,-4298.744140625
1735839957.7493055,33856,-4098.74365234375
1735839961.368426,33920,-3998.743896484375
1735839964.785125,33984,-3898.745361328125
1735839968.492421,34048,-3998.75537109375
1735839972.0043344,34112,-4198.7744140625
1735839975.3391993,34176,-4198.77490234375
1735839978.8767383,34240,-4098.77490234375
1735839982.276276,34304,-4198.7802734375
1735839985.880157,34368,-4298.7705078125
1735839989.497857,34432,-4198.75927734375
1735839993.1148071,34496,-4198.7587890625
1735839996.4689572,34560,-3998.740966796875
1735840000.099413,34624,-3898.734130859375
1735840003.6298573,34688,-3798.72314453125
1735840007.396003,34752,-3798.71142578125
1735840010.87918,34816,-3698.69677734375
1735840014.243259,34880,-3598.68017578125
1735840017.6770384,34944,-3598.685791015625
1735840021.3358293,35008,-3698.7099609375
1735840024.7544165,35072,-3498.68359375
1735840028.233413,35136,-3498.6787109375
1735840031.7135766,35200,-3498.673583984375
1735840035.0594213,35264,-3298.654052734375
1735840038.612264,35328,-3098.64794921875
1735840042.085265,35392,-3098.64794921875
1735840045.4331539,35456,-2898.628173828125
1735840048.7885637,35520,-3098.628662109375
1735840052.195959,35584,-3298.649658203125
1735840055.790713,35648,-3598.662841796875
1735840059.294102,35712,-3698.667724609375
1735840062.7552774,35776,-3498.65087890625
1735840066.1519651,35840,-3498.64599609375
1735840069.5679684,35904,-3598.646240234375
1735840073.2040114,35968,-3798.656982421875
1735840076.5706894,36032,-3898.669677734375
1735840079.9335418,36096,-4098.68408203125
1735840083.3392386,36160,-3998.669921875
1735840086.7210562,36224,-4198.681640625
1735840090.311257,36288,-4198.6767578125
1735840093.7362728,36352,-4198.6826171875
1735840097.1295896,36416,-4098.681640625
1735840100.5157912,36480,-3998.68017578125
1735840103.909194,36544,-4198.69384765625
1735840107.513462,36608,-3998.677734375
1735840110.923052,36672,-3798.649169921875
1735840114.321186,36736,-3798.649169921875
1735840117.6786177,36800,-3698.63916015625
1735840121.0977952,36864,-3698.63916015625
1735840124.6422489,36928,-3798.64404296875
1735840128.4007192,36992,-3798.63916015625
1735840131.7387106,37056,-3998.656005859375
1735840135.5332415,37120,-4098.6611328125
1735840138.8160772,37184,-3798.64111328125
1735840142.3964603,37248,-3598.615478515625
1735840145.9143379,37312,-3298.60205078125
1735840149.2580295,37376,-3198.59716796875
1735840152.6499336,37440,-3098.584716796875
1735840156.1206462,37504,-3098.589599609375
1735840159.7037425,37568,-3098.59814453125
1735840163.260568,37632,-2798.579833984375
1735840166.7249126,37696,-2798.576904296875
1735840170.0932653,37760,-2798.58203125
1735840173.478907,37824,-2698.576904296875
1735840177.2270534,37888,-2598.572265625
1735840180.676077,37952,-2398.562255859375
1735840184.0700526,38016,-2398.583251953125
1735840187.4895954,38080,-2398.589111328125
1735840190.8904665,38144,-2498.60693359375
1735840194.6697695,38208,-2598.61962890625
1735840198.3144593,38272,-2698.628662109375
1735840201.9250793,38336,-2998.65283203125
1735840205.660146,38400,-2998.65283203125
1735840209.3485322,38464,-3098.657958984375
1735840212.8934267,38528,-3198.662841796875
1735840216.4036252,38592,-3198.67431640625
1735840219.768039,38656,-3498.689453125
1735840223.1985633,38720,-3398.677490234375
1735840226.7677076,38784,-3498.6923828125
1735840230.49415,38848,-3698.702392578125
1735840233.9595606,38912,-3898.719970703125
1735840237.410372,38976,-3998.718017578125
1735840240.7511528,39040,-3998.724365234375
1735840244.248143,39104,-4098.734375
1735840247.8680723,39168,-4198.744140625
1735840251.323264,39232,-4198.74072265625
1735840254.799764,39296,-4198.73828125
1735840258.2015896,39360,-4198.7431640625
1735840261.635824,39424,-3998.728759765625
1735840265.2352242,39488,-4098.73876953125
1735840268.7665055,39552,-4198.7490234375
1735840272.1526825,39616,-4298.7490234375
1735840275.5359826,39680,-4198.7177734375
1735840278.9797986,39744,-4198.7177734375
1735840282.5153465,39808,-4198.7119140625
1735840285.9302633,39872,-4098.70751953125
1735840289.3295538,39936,-4098.72216796875
1735840292.7323341,40000,-3898.704345703125
1735840296.2777631,40064,-3898.708740234375
1735840299.9385848,40128,-4098.72216796875
1735840303.3984983,40192,-4198.736328125
1735840306.8440802,40256,-4298.73876953125
1735840310.2709723,40320,-4098.73388671875
1735840313.7591228,40384,-3998.728759765625
1735840317.4709744,40448,-3798.71240234375
1735840321.0987031,40512,-3798.72021484375
1735840324.5988493,40576,-3598.702392578125
1735840328.151598,40640,-3598.700927734375
1735840331.9332511,40704,-3598.6953125
1735840335.5265212,40768,-3498.685546875
1735840338.9856482,40832,-3398.680419921875
1735840342.4629595,40896,-3498.689697265625
1735840345.913499,40960,-3698.70751953125
1735840349.6259625,41024,-3898.7333984375
1735840353.1333814,41088,-3998.73291015625
1735840356.6036391,41152,-3998.72802734375
1735840360.1915236,41216,-3898.7158203125
1735840363.7300007,41280,-3798.710693359375
1735840367.5001092,41344,-3898.7177734375
1735840370.9686856,41408,-4098.72314453125
1735840374.3959682,41472,-3998.7119140625
1735840377.8428068,41536,-3898.699951171875
1735840381.4844172,41600,-3898.686279296875
1735840385.1476035,41664,-3898.689697265625
1735840388.5768962,41728,-3998.6982421875
1735840392.0073216,41792,-3898.689697265625
1735840395.7287958,41856,-3898.6845703125
1735840399.2897193,41920,-3898.68505859375
1735840403.0000913,41984,-3998.688720703125
1735840406.591798,42048,-4398.7236328125
1735840410.1529965,42112,-4698.748046875
1735840413.6435606,42176,-4498.72998046875
1735840417.1399634,42240,-4598.73486328125
1735840420.7781293,42304,-4498.7314453125
1735840424.2925658,42368,-4598.7392578125
1735840427.8382182,42432,-4798.75146484375
1735840431.5578864,42496,-4898.75537109375
1735840435.1201696,42560,-4798.75732421875
1735840439.280732,42624,-4598.73486328125
1735840442.8995392,42688,-4298.701171875
1735840446.8101614,42752,-4298.70263671875
1735840450.6286552,42816,-4298.70263671875
1735840455.1149085,42880,-4298.70263671875
1735840459.223637,42944,-4498.72216796875
1735840463.2375674,43008,-4498.71875
1735840467.3635209,43072,-4298.70849609375
1735840471.5986614,43136,-4398.7158203125
1735840475.7394547,43200,-4298.7060546875
1735840479.7355843,43264,-4498.724609375
1735840483.6681406,43328,-4498.71484375
1735840487.7105975,43392,-4498.70654296875
1735840491.9222283,43456,-4398.720703125
